,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Attendance,HHW,AHW,HO,AO,Time
1932,E1,11/12/04,Wigan,Gillingham,2.0,0.0,H,1.0,0.0,H,M Jones,17.0,5.0,10.0,1.0,6.0,13.0,8.0,7.0,0.0,2.0,0.0,0.0,,,,,,
1933,E1,17/12/04,Brighton,Stoke,0.0,1.0,A,0.0,0.0,D,G Salisbury,7.0,10.0,2.0,4.0,8.0,14.0,8.0,4.0,1.0,1.0,0.0,0.0,,,,,,
1934,E1,17/12/04,Nott'm Forest,Leicester,1.0,1.0,D,0.0,0.0,D,I Williamson,11.0,13.0,7.0,6.0,13.0,15.0,4.0,8.0,1.0,1.0,0.0,0.0,,,,,,
1935,E1,18/12/04,Coventry,Watford,1.0,0.0,H,1.0,0.0,H,C Webster,14.0,16.0,5.0,10.0,14.0,15.0,5.0,11.0,1.0,2.0,0.0,0.0,,,,,,
1936,E1,18/12/04,Gillingham,Rotherham,3.0,1.0,H,0.0,0.0,D,R Styles,12.0,6.0,7.0,5.0,13.0,11.0,8.0,6.0,1.0,3.0,0.0,0.0,,,,,,
1937,E1,18/12/04,Plymouth,Derby,0.0,2.0,A,0.0,1.0,A,T Kettle,10.0,6.0,2.0,3.0,8.0,13.0,8.0,3.0,1.0,1.0,0.0,0.0,,,,,,
1938,E1,18/12/04,Preston,West Ham,2.0,1.0,H,2.0,0.0,H,A Kaye,15.0,9.0,11.0,3.0,12.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,,,,,,
1939,E1,18/12/04,Reading,QPR,1.0,0.0,H,0.0,0.0,D,R Beeby,6.0,10.0,2.0,4.0,15.0,20.0,2.0,3.0,2.0,2.0,0.0,1.0,,,,,,
1940,E1,18/12/04,Sheffield United,Cardiff,2.0,1.0,H,0.0,1.0,A,A Marriner,14.0,6.0,8.0,1.0,12.0,13.0,9.0,2.0,2.0,3.0,0.0,1.0,,,,,,
1941,E1,18/12/04,Sunderland,Burnley,2.0,1.0,H,1.0,1.0,D,D Gallagher,16.0,6.0,10.0,3.0,8.0,13.0,15.0,2.0,0.0,2.0,0.0,0.0,,,,,,
1942,E1,18/12/04,Wolves,Crewe,1.0,1.0,D,0.0,1.0,A,B Curson,14.0,7.0,6.0,4.0,5.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,
1943,E1,19/12/04,Leeds,Millwall,1.0,1.0,D,1.0,0.0,H,T Leake,13.0,7.0,4.0,4.0,18.0,11.0,9.0,3.0,4.0,3.0,0.0,0.0,,,,,,
1944,E1,21/12/04,Ipswich,Wigan,2.0,1.0,H,0.0,0.0,D,R Beeby,20.0,21.0,12.0,12.0,14.0,12.0,4.0,6.0,2.0,1.0,0.0,0.0,,,,,,
1945,E1,26/12/04,Brighton,Gillingham,2.0,1.0,H,0.0,1.0,A,L Probert,7.0,1.0,2.0,1.0,13.0,14.0,10.0,1.0,0.0,1.0,0.0,0.0,,,,,,
1946,E1,26/12/04,Cardiff,Wolves,1.0,1.0,D,1.0,0.0,H,P Taylor,8.0,8.0,4.0,5.0,12.0,9.0,3.0,5.0,1.0,1.0,0.0,0.0,,,,,,
1947,E1,26/12/04,Coventry,Sheffield United,1.0,2.0,A,1.0,2.0,A,M Dean,10.0,12.0,6.0,10.0,17.0,14.0,7.0,10.0,3.0,1.0,0.0,0.0,,,,,,
1948,E1,26/12/04,Leicester,Rotherham,0.0,1.0,A,0.0,1.0,A,A Hall,14.0,11.0,11.0,8.0,25.0,20.0,9.0,4.0,1.0,4.0,0.0,0.0,,,,,,
1949,E1,26/12/04,Millwall,Ipswich,3.0,1.0,H,1.0,0.0,H,P Armstrong,5.0,5.0,3.0,2.0,16.0,11.0,2.0,5.0,2.0,1.0,0.0,0.0,,,,,,
1950,E1,26/12/04,Plymouth,QPR,2.0,1.0,H,1.0,0.0,H,T Leake,12.0,9.0,6.0,5.0,13.0,22.0,7.0,5.0,2.0,2.0,1.0,1.0,,,,,,
1951,E1,26/12/04,Reading,Watford,3.0,0.0,H,1.0,0.0,H,P Crossley,10.0,10.0,6.0,2.0,11.0,12.0,5.0,5.0,1.0,1.0,0.0,0.0,,,,,,
1952,E1,26/12/04,Stoke,Preston,0.0,0.0,D,0.0,0.0,D,P Robinson,2.0,4.0,1.0,1.0,4.0,6.0,5.0,3.0,1.0,2.0,0.0,0.0,,,,,,
1953,E1,26/12/04,Sunderland,Leeds,2.0,3.0,A,1.0,1.0,D,R Beeby,12.0,6.0,7.0,4.0,11.0,12.0,9.0,5.0,0.0,2.0,0.0,0.0,,,,,,
1954,E1,26/12/04,West Ham,Nott'm Forest,3.0,2.0,H,2.0,0.0,H,A Marriner,15.0,8.0,8.0,3.0,10.0,12.0,8.0,7.0,1.0,2.0,0.0,0.0,,,,,,
1955,E1,26/12/04,Wigan,Derby,1.0,2.0,A,1.0,0.0,H,M Clattenburg,18.0,12.0,9.0,8.0,13.0,10.0,4.0,7.0,1.0,0.0,0.0,0.0,,,,,,
1956,E1,28/12/04,Burnley,Wigan,1.0,0.0,H,1.0,0.0,H,N Barry,5.0,14.0,3.0,5.0,11.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,,,,,,
1957,E1,28/12/04,Derby,Millwall,0.0,3.0,A,0.0,1.0,A,M Atkinson,12.0,8.0,7.0,6.0,19.0,13.0,5.0,1.0,1.0,1.0,0.0,0.0,,,,,,
1958,E1,28/12/04,Gillingham,Coventry,3.0,1.0,H,1.0,1.0,D,P Joslin,13.0,2.0,7.0,1.0,9.0,3.0,4.0,3.0,3.0,2.0,0.0,0.0,,,,,,
1959,E1,28/12/04,Ipswich,Stoke,1.0,0.0,H,1.0,0.0,H,L Mason,21.0,13.0,14.0,5.0,9.0,10.0,9.0,4.0,0.0,2.0,0.0,0.0,,,,,,
1960,E1,28/12/04,Leeds,Plymouth,2.0,1.0,H,0.0,0.0,D,G Sailsbury,5.0,14.0,3.0,6.0,17.0,8.0,2.0,5.0,2.0,1.0,0.0,0.0,,,,,,
1961,E1,28/12/04,Nott'm Forest,Sunderland,1.0,2.0,A,0.0,0.0,D,T Kettle,15.0,14.0,8.0,11.0,15.0,12.0,9.0,7.0,2.0,7.0,1.0,0.0,,,,,,
1962,E1,28/12/04,Preston,Reading,3.0,0.0,H,2.0,0.0,H,C Boyeson,10.0,11.0,5.0,3.0,15.0,13.0,3.0,6.0,2.0,1.0,0.0,0.0,,,,,,
1963,E1,28/12/04,QPR,Crewe,1.0,2.0,A,0.0,2.0,A,C Penton,12.0,5.0,7.0,3.0,15.0,9.0,10.0,6.0,2.0,2.0,0.0,0.0,,,,,,
1964,E1,28/12/04,Rotherham,West Ham,2.0,2.0,D,2.0,0.0,H,I Williamson,14.0,10.0,8.0,4.0,11.0,5.0,5.0,7.0,4.0,3.0,0.0,0.0,,,,,,
1965,E1,28/12/04,Sheffield United,Leicester,2.0,0.0,H,0.0,0.0,D,M Pike,14.0,8.0,7.0,4.0,6.0,13.0,6.0,4.0,1.0,2.0,0.0,1.0,,,,,,
1966,E1,28/12/04,Watford,Cardiff,0.0,0.0,D,0.0,0.0,D,P Walton,11.0,6.0,2.0,4.0,10.0,9.0,7.0,5.0,2.0,1.0,0.0,0.0,,,,,,
1967,E1,28/12/04,Wolves,Brighton,1.0,1.0,D,1.0,1.0,D,M Jones,17.0,3.0,7.0,2.0,8.0,11.0,11.0,3.0,0.0,2.0,0.0,0.0,,,,,,
1968,E1,01/01/05,Derby,Cardiff,0.0,1.0,A,0.0,1.0,A,A Kaye,10.0,13.0,4.0,8.0,7.0,14.0,2.0,4.0,1.0,1.0,0.0,0.0,,,,,,
1969,E1,01/01/05,Gillingham,Reading,0.0,0.0,D,0.0,0.0,D,S Bennett,8.0,12.0,2.0,3.0,11.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,,
1970,E1,01/01/05,Ipswich,West Ham,0.0,2.0,A,0.0,1.0,A,P Taylor,10.0,10.0,6.0,10.0,14.0,13.0,6.0,6.0,2.0,2.0,0.0,0.0,,,,,,
1971,E1,01/01/05,Leeds,Crewe,0.0,2.0,A,0.0,1.0,A,A Marriner,21.0,6.0,14.0,4.0,11.0,3.0,13.0,2.0,2.0,1.0,1.0,0.0,,,,,,
1972,E1,01/01/05,Nott'm Forest,Stoke,1.0,0.0,H,0.0,0.0,D,M Jones,12.0,11.0,5.0,7.0,14.0,14.0,5.0,4.0,2.0,3.0,0.0,2.0,,,,,,
1973,E1,01/01/05,Preston,Sunderland,3.0,2.0,H,3.0,0.0,H,M Pike,12.0,4.0,6.0,3.0,9.0,8.0,6.0,7.0,2.0,1.0,0.0,0.0,,,,,,
1974,E1,01/01/05,QPR,Brighton,0.0,0.0,D,0.0,0.0,D,A D'Urso,7.0,4.0,6.0,2.0,10.0,16.0,7.0,3.0,1.0,0.0,1.0,0.0,,,,,,
1975,E1,01/01/05,Rotherham,Coventry,1.0,2.0,A,1.0,0.0,H,L Mason,10.0,6.0,7.0,4.0,7.0,10.0,8.0,1.0,0.0,1.0,0.0,0.0,,,,,,
1976,E1,01/01/05,Sheffield United,Wigan,0.0,2.0,A,0.0,1.0,A,A Hall,11.0,11.0,6.0,9.0,17.0,24.0,12.0,7.0,1.0,2.0,0.0,0.0,,,,,,
1977,E1,01/01/05,Watford,Millwall,1.0,0.0,H,0.0,0.0,D,C Penton,13.0,11.0,7.0,3.0,17.0,18.0,6.0,9.0,0.0,3.0,0.0,1.0,,,,,,
1978,E1,01/01/05,Wolves,Plymouth,1.0,1.0,D,1.0,0.0,H,C Webster,8.0,5.0,5.0,4.0,10.0,10.0,7.0,9.0,2.0,1.0,0.0,0.0,,,,,,
1979,E1,03/01/05,Brighton,Watford,2.0,1.0,H,1.0,1.0,D,K Stroud,9.0,8.0,7.0,4.0,18.0,22.0,7.0,5.0,1.0,5.0,0.0,0.0,,,,,,
1980,E1,03/01/05,Cardiff,Nott'm Forest,3.0,0.0,H,0.0,0.0,D,P Crossley,20.0,5.0,12.0,1.0,5.0,15.0,12.0,5.0,1.0,4.0,0.0,1.0,,,,,,
1981,E1,03/01/05,Coventry,Leeds,1.0,2.0,A,0.0,1.0,A,N Miller,9.0,11.0,6.0,5.0,9.0,13.0,2.0,10.0,1.0,4.0,0.0,1.0,,,,,,
1982,E1,03/01/05,Crewe,Preston,1.0,2.0,A,0.0,1.0,A,A Woolmer,12.0,6.0,4.0,4.0,8.0,13.0,3.0,0.0,2.0,1.0,0.0,1.0,,,,,,
1983,E1,03/01/05,Leicester,QPR,1.0,0.0,H,1.0,0.0,H,P Dowd,9.0,11.0,3.0,4.0,24.0,17.0,2.0,13.0,2.0,1.0,0.0,0.0,,,,,,
1984,E1,03/01/05,Millwall,Rotherham,1.0,2.0,A,1.0,1.0,D,R Beeby,12.0,8.0,6.0,3.0,14.0,15.0,10.0,4.0,2.0,1.0,0.0,0.0,,,,,,
1985,E1,03/01/05,Plymouth,Ipswich,1.0,2.0,A,0.0,0.0,D,D Gallagher,13.0,10.0,9.0,3.0,12.0,14.0,6.0,3.0,1.0,2.0,0.0,0.0,,,,,,
1986,E1,03/01/05,Reading,Derby,0.0,1.0,A,0.0,1.0,A,B Curson,11.0,10.0,6.0,6.0,8.0,10.0,12.0,1.0,1.0,2.0,0.0,0.0,,,,,,
1987,E1,03/01/05,Stoke,Burnley,0.0,1.0,A,0.0,0.0,D,P Joslin,8.0,5.0,5.0,2.0,9.0,9.0,5.0,6.0,0.0,1.0,0.0,0.0,,,,,,
1988,E1,03/01/05,Sunderland,Gillingham,1.0,1.0,D,1.0,1.0,D,M Atkinson,15.0,7.0,7.0,6.0,12.0,14.0,10.0,4.0,0.0,2.0,0.0,0.0,,,,,,
1989,E1,03/01/05,West Ham,Sheffield United,0.0,2.0,A,0.0,1.0,A,T Kettle,4.0,4.0,0.0,1.0,16.0,10.0,7.0,2.0,1.0,0.0,0.0,0.0,,,,,,
1990,E1,04/01/05,Wigan,Wolves,2.0,0.0,H,2.0,0.0,H,K Friend,7.0,8.0,3.0,3.0,15.0,10.0,5.0,3.0,0.0,2.0,0.0,0.0,,,,,,
1991,E1,14/01/05,QPR,Stoke,1.0,0.0,H,1.0,0.0,H,R Styles,8.0,5.0,4.0,2.0,15.0,14.0,3.0,1.0,3.0,1.0,0.0,0.0,,,,,,
1992,E1,15/01/05,Burnley,Reading,0.0,0.0,D,0.0,0.0,D,M Jones,6.0,6.0,2.0,5.0,14.0,13.0,6.0,7.0,0.0,1.0,0.0,0.0,,,,,,
1993,E1,15/01/05,Gillingham,Plymouth,1.0,0.0,H,0.0,0.0,D,J Singh,8.0,8.0,3.0,4.0,13.0,19.0,3.0,1.0,1.0,2.0,0.0,1.0,,,,,,
1994,E1,15/01/05,Ipswich,Coventry,3.0,2.0,H,1.0,1.0,D,M Russell,18.0,9.0,14.0,4.0,15.0,11.0,5.0,6.0,1.0,2.0,0.0,0.0,,,,,,
1995,E1,15/01/05,Leeds,Cardiff,1.0,1.0,D,1.0,0.0,H,N Barry,12.0,16.0,6.0,10.0,12.0,16.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,,
1996,E1,15/01/05,Nott'm Forest,Millwall,1.0,2.0,A,0.0,2.0,A,N Miller,16.0,4.0,8.0,4.0,10.0,15.0,17.0,2.0,5.0,2.0,0.0,0.0,,,,,,
1997,E1,15/01/05,Preston,Leicester,1.0,1.0,D,0.0,1.0,A,R Beeby,10.0,6.0,8.0,5.0,14.0,17.0,6.0,3.0,0.0,3.0,0.0,0.0,,,,,,
1998,E1,15/01/05,Rotherham,Wigan,0.0,2.0,A,0.0,0.0,D,M Pike,8.0,24.0,4.0,17.0,13.0,13.0,4.0,9.0,1.0,2.0,0.0,0.0,,,,,,
1999,E1,15/01/05,Sheffield United,Brighton,1.0,2.0,A,0.0,1.0,A,R Olivier,13.0,10.0,7.0,7.0,9.0,16.0,5.0,7.0,0.0,0.0,0.0,0.0,,,,,,
2000,E1,15/01/05,Watford,Crewe,3.0,1.0,H,2.0,0.0,H,C Boyeson,16.0,8.0,8.0,1.0,9.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,,,,,,
2001,E1,15/01/05,Wolves,West Ham,4.0,2.0,H,1.0,1.0,D,C Penton,12.0,13.0,6.0,9.0,17.0,15.0,4.0,5.0,2.0,0.0,0.0,0.0,,,,,,
2002,E1,16/01/05,Derby,Sunderland,0.0,2.0,A,0.0,0.0,D,P Crossley,12.0,14.0,5.0,9.0,10.0,19.0,9.0,6.0,2.0,3.0,0.0,0.0,,,,,,
2003,E1,22/01/05,Brighton,Nott'm Forest,0.0,0.0,D,0.0,0.0,D,P Taylor,8.0,10.0,5.0,6.0,11.0,14.0,7.0,7.0,2.0,2.0,0.0,0.0,,,,,,
2004,E1,22/01/05,Cardiff,Burnley,2.0,0.0,H,1.0,0.0,H,T Kettle,12.0,9.0,5.0,5.0,11.0,18.0,7.0,5.0,0.0,1.0,0.0,0.0,,,,,,
2005,E1,22/01/05,Coventry,QPR,1.0,2.0,A,0.0,1.0,A,M Clattenburg,9.0,12.0,5.0,8.0,17.0,13.0,8.0,5.0,3.0,4.0,0.0,0.0,,,,,,
2006,E1,22/01/05,Crewe,Rotherham,1.0,1.0,D,0.0,1.0,A,A Leake,12.0,13.0,9.0,6.0,8.0,13.0,9.0,11.0,1.0,0.0,0.0,0.0,,,,,,
2007,E1,22/01/05,Leicester,Gillingham,2.0,0.0,H,2.0,0.0,H,D Drysdale,19.0,6.0,16.0,3.0,9.0,15.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,,
2008,E1,22/01/05,Millwall,Wolves,1.0,2.0,A,0.0,1.0,A,K Hill,6.0,7.0,4.0,5.0,18.0,23.0,14.0,2.0,0.0,3.0,0.0,0.0,,,,,,
2009,E1,22/01/05,Plymouth,Preston,0.0,2.0,A,0.0,2.0,A,P Joslin,14.0,8.0,10.0,7.0,15.0,17.0,8.0,5.0,1.0,2.0,0.0,0.0,,,,,,
2010,E1,22/01/05,Reading,Ipswich,1.0,1.0,D,0.0,0.0,D,M Atkinson,8.0,13.0,3.0,9.0,7.0,10.0,7.0,5.0,1.0,0.0,0.0,0.0,,,,,,
2011,E1,22/01/05,Stoke,Leeds,0.0,1.0,A,0.0,0.0,D,I Williamson,10.0,9.0,7.0,6.0,14.0,15.0,6.0,3.0,1.0,3.0,0.0,0.0,,,,,,
2012,E1,22/01/05,Sunderland,Sheffield United,1.0,0.0,H,1.0,0.0,H,P Walton,12.0,13.0,8.0,10.0,16.0,17.0,2.0,13.0,2.0,4.0,0.0,0.0,,,,,,
2013,E1,22/01/05,Wigan,Watford,2.0,2.0,D,1.0,2.0,A,A Kaye,12.0,5.0,4.0,4.0,14.0,16.0,9.0,3.0,0.0,2.0,0.0,0.0,,,,,,
2014,E1,23/01/05,West Ham,Derby,1.0,2.0,A,1.0,1.0,D,L Mason,12.0,3.0,5.0,2.0,7.0,12.0,10.0,3.0,1.0,2.0,0.0,0.0,,,,,,
2015,E1,26/01/05,Derby,Leeds,2.0,0.0,H,0.0,0.0,D,P Taylor,14.0,8.0,5.0,4.0,11.0,17.0,10.0,5.0,2.0,3.0,0.0,0.0,,,,,,
2016,E1,29/01/05,Leeds,Brighton,1.0,1.0,D,1.0,0.0,H,M Thorpe,13.0,9.0,10.0,3.0,20.0,13.0,8.0,6.0,2.0,0.0,0.0,1.0,,,,,,
2017,E1,04/02/05,Wolves,Sunderland,1.0,1.0,D,1.0,1.0,D,P Joslin,11.0,9.0,4.0,5.0,14.0,19.0,3.0,6.0,2.0,1.0,0.0,0.0,,,,,,
2018,E1,05/02/05,Brighton,Derby,2.0,3.0,A,1.0,2.0,A,F Graham,7.0,14.0,5.0,6.0,11.0,14.0,5.0,6.0,1.0,2.0,0.0,1.0,,,,,,
2019,E1,05/02/05,Burnley,Leeds,0.0,1.0,A,0.0,0.0,D,C Webster,4.0,10.0,3.0,6.0,9.0,15.0,5.0,3.0,2.0,1.0,1.0,0.0,,,,,,
2020,E1,05/02/05,Leicester,Crewe,1.0,1.0,D,0.0,1.0,A,P Armstrong,15.0,8.0,8.0,4.0,18.0,9.0,6.0,5.0,1.0,0.0,0.0,0.0,,,,,,
2021,E1,05/02/05,Millwall,QPR,0.0,0.0,D,0.0,0.0,D,P Crossley,4.0,7.0,2.0,5.0,13.0,16.0,3.0,2.0,1.0,2.0,0.0,0.0,,,,,,
2022,E1,05/02/05,Preston,Coventry,3.0,2.0,H,2.0,1.0,H,R Booth,6.0,8.0,5.0,5.0,22.0,17.0,6.0,8.0,1.0,3.0,0.0,0.0,,,,,,
2023,E1,05/02/05,Reading,Plymouth,0.0,0.0,D,0.0,0.0,D,R Olivier,10.0,4.0,2.0,2.0,9.0,13.0,6.0,3.0,0.0,1.0,0.0,0.0,,,,,,
2024,E1,05/02/05,Rotherham,Nott'm Forest,0.0,0.0,D,0.0,0.0,D,P Dowd,6.0,6.0,2.0,3.0,22.0,22.0,3.0,5.0,3.0,2.0,0.0,0.0,,,,,,
2025,E1,05/02/05,Sheffield United,Ipswich,0.0,2.0,A,0.0,1.0,A,R Beeby,13.0,8.0,7.0,5.0,7.0,11.0,7.0,6.0,1.0,0.0,0.0,0.0,,,,,,
2026,E1,05/02/05,Watford,Gillingham,2.0,0.0,H,1.0,0.0,H,A Hall,13.0,15.0,7.0,7.0,13.0,15.0,5.0,6.0,1.0,1.0,0.0,0.0,,,,,,
2027,E1,05/02/05,Wigan,Stoke,0.0,1.0,A,0.0,1.0,A,M Clattenburg,14.0,7.0,6.0,5.0,8.0,26.0,7.0,3.0,2.0,5.0,0.0,0.0,,,,,,
2028,E1,06/02/05,West Ham,Cardiff,1.0,0.0,H,0.0,0.0,D,K Stroud,10.0,7.0,2.0,4.0,12.0,13.0,7.0,4.0,0.0,1.0,0.0,0.0,,,,,,
2029,E1,12/02/05,Cardiff,Brighton,2.0,0.0,H,2.0,0.0,H,M Russell,8.0,8.0,2.0,4.0,8.0,19.0,5.0,2.0,1.0,1.0,0.0,0.0,,,,,,
2030,E1,12/02/05,Coventry,Burnley,0.0,2.0,A,0.0,0.0,D,S Tanner,13.0,10.0,10.0,7.0,13.0,19.0,7.0,4.0,1.0,3.0,0.0,0.0,,,,,,
2031,E1,12/02/05,Crewe,Wigan,1.0,3.0,A,1.0,1.0,D,E Ilderton,4.0,14.0,3.0,8.0,11.0,13.0,7.0,9.0,0.0,1.0,0.0,0.0,,,,,,
2032,E1,12/02/05,Gillingham,Millwall,0.0,0.0,D,0.0,0.0,D,A D'Urso,8.0,8.0,5.0,1.0,20.0,16.0,5.0,2.0,2.0,4.0,0.0,0.0,,,,,,
2033,E1,12/02/05,Ipswich,Leicester,2.0,1.0,H,2.0,0.0,H,K Wright,11.0,16.0,6.0,11.0,18.0,22.0,6.0,2.0,1.0,3.0,0.0,0.0,,,,,,
2034,E1,12/02/05,Leeds,Reading,3.0,1.0,H,1.0,0.0,H,C Foy,11.0,11.0,5.0,3.0,11.0,12.0,2.0,7.0,1.0,1.0,0.0,0.0,,,,,,
2035,E1,12/02/05,Plymouth,Rotherham,1.0,1.0,D,0.0,1.0,A,M Fletcher,11.0,3.0,5.0,3.0,13.0,14.0,9.0,4.0,2.0,3.0,0.0,0.0,,,,,,
2036,E1,12/02/05,QPR,Preston,1.0,2.0,A,1.0,0.0,H,L Probert,7.0,9.0,2.0,3.0,11.0,17.0,3.0,8.0,4.0,2.0,0.0,1.0,,,,,,
2037,E1,12/02/05,Sunderland,Watford,4.0,2.0,H,2.0,0.0,H,T Bates,9.0,6.0,6.0,3.0,14.0,12.0,4.0,1.0,0.0,1.0,0.0,0.0,,,,,,
2038,E1,15/02/05,Crewe,Burnley,1.0,1.0,D,1.0,0.0,H,M Atkinson,14.0,13.0,6.0,6.0,8.0,11.0,3.0,6.0,0.0,1.0,0.0,0.0,,,,,,
2039,E1,18/02/05,Preston,Ipswich,1.0,1.0,D,1.0,0.0,H,M Messias,10.0,5.0,7.0,3.0,15.0,11.0,5.0,3.0,2.0,1.0,0.0,0.0,,,,,,
2040,E1,19/02/05,Brighton,Sunderland,2.0,1.0,H,2.0,0.0,H,D Gallagher,4.0,11.0,2.0,4.0,10.0,16.0,1.0,7.0,2.0,3.0,1.0,0.0,,,,,,
2041,E1,19/02/05,Millwall,Stoke,0.0,1.0,A,0.0,1.0,A,A Kaye,12.0,10.0,4.0,4.0,12.0,10.0,9.0,2.0,1.0,1.0,0.0,0.0,,,,,,
2042,E1,19/02/05,Reading,Coventry,1.0,2.0,A,1.0,0.0,H,G Salisbury,10.0,14.0,5.0,9.0,11.0,10.0,8.0,2.0,2.0,1.0,0.0,0.0,,,,,,
2043,E1,19/02/05,Rotherham,Derby,1.0,3.0,A,1.0,1.0,D,N Miller,4.0,6.0,1.0,3.0,11.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,,,,,,
2044,E1,19/02/05,West Ham,Plymouth,5.0,0.0,H,3.0,0.0,H,K Friend,7.0,19.0,5.0,15.0,13.0,9.0,7.0,4.0,1.0,2.0,0.0,1.0,,,,,,
2045,E1,19/02/05,Wigan,Leeds,3.0,0.0,H,1.0,0.0,H,P Joslin,16.0,4.0,10.0,3.0,10.0,9.0,5.0,1.0,1.0,2.0,0.0,0.0,,,,,,
2046,E1,19/02/05,Wolves,Gillingham,2.0,2.0,D,0.0,0.0,D,K Woolmer,14.0,7.0,7.0,5.0,10.0,12.0,1.0,5.0,0.0,1.0,0.0,0.0,,,,,,
2047,E1,22/02/05,Cardiff,Millwall,0.0,1.0,A,0.0,1.0,A,M Jones,15.0,5.0,8.0,2.0,13.0,18.0,9.0,4.0,2.0,1.0,1.0,2.0,,,,,,
2048,E1,22/02/05,Crewe,Reading,1.0,1.0,D,1.0,0.0,H,G Laws,11.0,10.0,4.0,6.0,16.0,12.0,2.0,4.0,1.0,0.0,0.0,0.0,,,,,,
2049,E1,22/02/05,Gillingham,West Ham,0.0,1.0,A,0.0,1.0,A,P Crossley,15.0,8.0,8.0,7.0,12.0,10.0,12.0,5.0,0.0,0.0,0.0,0.0,,,,,,
2050,E1,22/02/05,Ipswich,Watford,1.0,2.0,A,0.0,1.0,A,A Marriner,18.0,5.0,8.0,3.0,9.0,7.0,8.0,5.0,1.0,0.0,0.0,0.0,,,,,,
2051,E1,22/02/05,Plymouth,Sheffield United,3.0,0.0,H,1.0,0.0,H,S Tanner,15.0,6.0,8.0,2.0,21.0,15.0,4.0,5.0,1.0,2.0,0.0,0.0,,,,,,
2052,E1,22/02/05,QPR,Wolves,1.0,1.0,D,1.0,0.0,H,M Atkinson,7.0,5.0,5.0,4.0,13.0,8.0,5.0,9.0,2.0,2.0,0.0,0.0,,,,,,
2053,E1,22/02/05,Stoke,Leicester,3.0,2.0,H,2.0,1.0,H,M Halsey,6.0,8.0,5.0,3.0,11.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,
2054,E1,22/02/05,Sunderland,Rotherham,4.0,1.0,H,2.0,0.0,H,S Mathieson,16.0,6.0,8.0,4.0,11.0,10.0,7.0,5.0,1.0,2.0,0.0,0.0,,,,,,
2055,E1,23/02/05,Coventry,Wigan,1.0,2.0,A,1.0,1.0,D,R Beeby,9.0,15.0,3.0,9.0,8.0,17.0,9.0,6.0,1.0,2.0,0.0,0.0,,,,,,
2056,E1,23/02/05,Derby,Burnley,1.0,1.0,D,0.0,1.0,A,P Dowd,17.0,4.0,10.0,2.0,11.0,18.0,6.0,2.0,2.0,2.0,0.0,0.0,,,,,,
2057,E1,23/02/05,Nott'm Forest,Preston,2.0,0.0,H,0.0,0.0,D,B Curson,11.0,12.0,5.0,9.0,19.0,8.0,3.0,16.0,1.0,0.0,0.0,0.0,,,,,,
2058,E1,26/02/05,Brighton,Millwall,1.0,0.0,H,0.0,0.0,D,S Conroy,13.0,3.0,8.0,1.0,13.0,21.0,5.0,6.0,1.0,1.0,0.0,0.0,,,,,,
2059,E1,26/02/05,Coventry,Stoke,0.0,0.0,D,0.0,0.0,D,J Singh,7.0,11.0,2.0,7.0,15.0,21.0,7.0,3.0,1.0,6.0,1.0,0.0,,,,,,
2060,E1,26/02/05,Gillingham,Wigan,2.0,1.0,H,0.0,0.0,D,C Penton,9.0,15.0,7.0,7.0,14.0,8.0,5.0,9.0,3.0,1.0,0.0,0.0,,,,,,
2061,E1,26/02/05,Ipswich,QPR,0.0,2.0,A,0.0,1.0,A,A D'Urso,9.0,8.0,4.0,3.0,15.0,15.0,6.0,4.0,2.0,1.0,0.0,0.0,,,,,,
2062,E1,26/02/05,Leeds,West Ham,2.0,1.0,H,0.0,0.0,D,A Hall,11.0,6.0,6.0,4.0,18.0,14.0,9.0,4.0,2.0,0.0,0.0,0.0,,,,,,
2063,E1,26/02/05,Nott'm Forest,Derby,2.0,2.0,D,1.0,1.0,D,M Pike,5.0,7.0,3.0,4.0,12.0,13.0,7.0,7.0,1.0,2.0,0.0,0.0,,,,,,
2064,E1,26/02/05,Plymouth,Crewe,3.0,0.0,H,1.0,0.0,H,A Kaye,26.0,7.0,13.0,3.0,11.0,13.0,6.0,5.0,0.0,0.0,0.0,1.0,,,,,,
2065,E1,26/02/05,Preston,Burnley,1.0,0.0,H,0.0,0.0,D,G Laws,12.0,4.0,5.0,3.0,9.0,16.0,9.0,5.0,1.0,2.0,0.0,0.0,,,,,,
2066,E1,26/02/05,Reading,Leicester,0.0,0.0,D,0.0,0.0,D,U Rennie,6.0,4.0,4.0,0.0,11.0,19.0,4.0,3.0,1.0,3.0,0.0,0.0,,,,,,
