,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Attendance,HHW,AHW,HO,AO,Time
0,E1,08/08/14,Blackburn,Cardiff,1.0,1.0,D,1.0,1.0,D,A Madley,12.0,6.0,3.0,3.0,6.0,14.0,4.0,5.0,1.0,3.0,0.0,0.0,,,,,,
1,E1,09/08/14,Brentford,Charlton,1.0,1.0,D,0.0,0.0,D,J Adcock,14.0,13.0,4.0,4.0,3.0,13.0,11.0,5.0,1.0,1.0,0.0,0.0,,,,,,
2,E1,09/08/14,Brighton,Sheffield Weds,0.0,1.0,A,0.0,1.0,A,J Linington,11.0,5.0,3.0,1.0,13.0,13.0,4.0,4.0,3.0,1.0,1.0,0.0,,,,,,
3,E1,09/08/14,Derby,Rotherham,1.0,0.0,H,0.0,0.0,D,K Friend,10.0,16.0,3.0,6.0,8.0,11.0,8.0,3.0,0.0,1.0,0.0,0.0,,,,,,
4,E1,09/08/14,Huddersfield,Bournemouth,0.0,4.0,A,0.0,2.0,A,S Duncan,16.0,12.0,5.0,7.0,15.0,8.0,7.0,4.0,2.0,1.0,0.0,0.0,,,,,,
5,E1,09/08/14,Ipswich,Fulham,2.0,1.0,H,1.0,0.0,H,S Martin,14.0,13.0,5.0,3.0,14.0,9.0,5.0,3.0,3.0,0.0,0.0,0.0,,,,,,
6,E1,09/08/14,Middlesbrough,Birmingham,2.0,0.0,H,1.0,0.0,H,G Salisbury,20.0,4.0,8.0,0.0,9.0,13.0,11.0,2.0,1.0,1.0,0.0,0.0,,,,,,
7,E1,09/08/14,Millwall,Leeds,2.0,0.0,H,1.0,0.0,H,O Langford,14.0,9.0,6.0,3.0,8.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,,,,,,
8,E1,09/08/14,Nott'm Forest,Blackpool,2.0,0.0,H,2.0,0.0,H,T Harrington,15.0,7.0,4.0,1.0,14.0,10.0,7.0,2.0,1.0,2.0,0.0,0.0,,,,,,
9,E1,09/08/14,Watford,Bolton,3.0,0.0,H,2.0,0.0,H,C Boyeson,18.0,16.0,5.0,4.0,9.0,18.0,4.0,7.0,0.0,0.0,0.0,0.0,,,,,,
10,E1,09/08/14,Wigan,Reading,2.0,2.0,D,1.0,0.0,H,M Brown,8.0,11.0,3.0,4.0,17.0,16.0,2.0,5.0,1.0,1.0,0.0,0.0,,,,,,
11,E1,10/08/14,Wolves,Norwich,1.0,0.0,H,0.0,0.0,D,S Hooper,14.0,12.0,3.0,1.0,8.0,10.0,3.0,5.0,0.0,3.0,0.0,1.0,,,,,,
12,E1,16/08/14,Birmingham,Brighton,1.0,0.0,H,0.0,0.0,D,M Brown,18.0,13.0,5.0,3.0,15.0,15.0,2.0,6.0,0.0,0.0,0.0,0.0,,,,,,
13,E1,16/08/14,Blackpool,Blackburn,1.0,2.0,A,0.0,1.0,A,J Adcock,16.0,11.0,4.0,4.0,15.0,13.0,7.0,5.0,2.0,3.0,0.0,0.0,,,,,,
14,E1,16/08/14,Bolton,Nott'm Forest,2.0,2.0,D,2.0,2.0,D,E Ilderton,9.0,20.0,2.0,7.0,14.0,9.0,2.0,10.0,3.0,0.0,0.0,0.0,,,,,,
15,E1,16/08/14,Bournemouth,Brentford,1.0,0.0,H,0.0,0.0,D,G Ward,16.0,17.0,5.0,4.0,15.0,6.0,13.0,6.0,1.0,3.0,0.0,0.0,,,,,,
16,E1,16/08/14,Cardiff,Huddersfield,3.0,1.0,H,2.0,1.0,H,K Hill,16.0,21.0,9.0,7.0,13.0,13.0,6.0,9.0,0.0,3.0,0.0,0.0,,,,,,
17,E1,16/08/14,Charlton,Wigan,2.0,1.0,H,1.0,1.0,D,A D'Urso,12.0,4.0,5.0,1.0,12.0,11.0,3.0,6.0,0.0,1.0,0.0,0.0,,,,,,
18,E1,16/08/14,Fulham,Millwall,0.0,1.0,A,0.0,1.0,A,L Mason,24.0,11.0,7.0,6.0,16.0,15.0,11.0,2.0,3.0,0.0,0.0,0.0,,,,,,
19,E1,16/08/14,Leeds,Middlesbrough,1.0,0.0,H,0.0,0.0,D,S Attwell,9.0,11.0,4.0,0.0,7.0,12.0,4.0,4.0,1.0,3.0,0.0,0.0,,,,,,
20,E1,16/08/14,Norwich,Watford,3.0,0.0,H,1.0,0.0,H,P Tierney,30.0,10.0,8.0,3.0,12.0,5.0,11.0,1.0,1.0,1.0,0.0,1.0,,,,,,
21,E1,16/08/14,Reading,Ipswich,1.0,0.0,H,1.0,0.0,H,S Hooper,6.0,15.0,1.0,3.0,15.0,14.0,4.0,6.0,2.0,3.0,0.0,0.0,,,,,,
22,E1,16/08/14,Rotherham,Wolves,1.0,0.0,H,0.0,0.0,D,G Salisbury,9.0,12.0,3.0,3.0,15.0,6.0,4.0,9.0,3.0,2.0,0.0,0.0,,,,,,
23,E1,16/08/14,Sheffield Weds,Derby,0.0,0.0,D,0.0,0.0,D,S Duncan,21.0,11.0,7.0,3.0,13.0,10.0,9.0,4.0,3.0,2.0,0.0,0.0,,,,,,
24,E1,19/08/14,Birmingham,Ipswich,2.0,2.0,D,1.0,0.0,H,R East,14.0,20.0,3.0,5.0,10.0,9.0,3.0,5.0,1.0,0.0,0.0,0.0,,,,,,
25,E1,19/08/14,Blackpool,Brentford,1.0,2.0,A,1.0,1.0,D,M Haywood,16.0,8.0,5.0,3.0,17.0,9.0,4.0,5.0,2.0,1.0,0.0,0.0,,,,,,
26,E1,19/08/14,Bolton,Middlesbrough,1.0,2.0,A,1.0,1.0,D,S Martin,11.0,20.0,2.0,6.0,15.0,8.0,3.0,3.0,2.0,3.0,0.0,0.0,,,,,,
27,E1,19/08/14,Bournemouth,Nott'm Forest,1.0,2.0,A,0.0,0.0,D,K Friend,17.0,9.0,5.0,3.0,11.0,19.0,17.0,2.0,2.0,2.0,0.0,0.0,,,,,,
28,E1,19/08/14,Cardiff,Wigan,1.0,0.0,H,0.0,0.0,D,R Madley,10.0,12.0,3.0,1.0,11.0,9.0,6.0,8.0,1.0,0.0,0.0,0.0,,,,,,
29,E1,19/08/14,Charlton,Derby,3.0,2.0,H,2.0,1.0,H,M Bull,13.0,15.0,7.0,5.0,10.0,13.0,0.0,4.0,2.0,1.0,0.0,0.0,,,,,,
30,E1,19/08/14,Leeds,Brighton,0.0,2.0,A,0.0,1.0,A,J Adcock,5.0,13.0,1.0,3.0,16.0,14.0,2.0,2.0,5.0,1.0,0.0,0.0,,,,,,
31,E1,19/08/14,Norwich,Blackburn,3.0,1.0,H,1.0,1.0,D,G Scott,17.0,10.0,11.0,4.0,9.0,10.0,13.0,6.0,0.0,3.0,0.0,0.0,,,,,,
32,E1,19/08/14,Reading,Huddersfield,1.0,2.0,A,0.0,2.0,A,S Attwell,16.0,10.0,2.0,4.0,9.0,8.0,5.0,2.0,2.0,2.0,0.0,0.0,,,,,,
33,E1,19/08/14,Rotherham,Watford,0.0,2.0,A,0.0,0.0,D,D Webb,15.0,9.0,3.0,3.0,11.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,
34,E1,19/08/14,Sheffield Weds,Millwall,1.0,1.0,D,0.0,0.0,D,N Miller,10.0,14.0,2.0,2.0,15.0,13.0,8.0,5.0,2.0,1.0,0.0,0.0,,,,,,
35,E1,20/08/14,Fulham,Wolves,0.0,1.0,A,0.0,1.0,A,J Linington,13.0,13.0,1.0,2.0,11.0,13.0,7.0,6.0,4.0,0.0,0.0,0.0,,,,,,
36,E1,23/08/14,Blackburn,Bournemouth,3.0,2.0,H,3.0,0.0,H,G Eltringham,12.0,23.0,4.0,7.0,16.0,12.0,3.0,13.0,3.0,1.0,0.0,0.0,,,,,,
37,E1,23/08/14,Brentford,Birmingham,1.0,1.0,D,0.0,1.0,A,R Madley,7.0,12.0,5.0,5.0,11.0,10.0,8.0,10.0,0.0,0.0,1.0,0.0,,,,,,
38,E1,23/08/14,Brighton,Bolton,2.0,1.0,H,1.0,1.0,D,G Scott,26.0,9.0,11.0,1.0,11.0,7.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,
39,E1,23/08/14,Derby,Fulham,5.0,1.0,H,1.0,0.0,H,O Langford,18.0,9.0,9.0,4.0,12.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,,,,,,
40,E1,23/08/14,Huddersfield,Charlton,1.0,1.0,D,0.0,0.0,D,T Robinson,13.0,12.0,7.0,3.0,10.0,6.0,9.0,9.0,3.0,1.0,1.0,0.0,,,,,,
41,E1,23/08/14,Ipswich,Norwich,0.0,1.0,A,0.0,1.0,A,K Stroud,13.0,17.0,2.0,8.0,13.0,16.0,5.0,3.0,2.0,1.0,0.0,0.0,,,,,,
42,E1,23/08/14,Middlesbrough,Sheffield Weds,2.0,3.0,A,0.0,2.0,A,P Dowd,16.0,12.0,5.0,5.0,12.0,12.0,6.0,5.0,3.0,3.0,0.0,0.0,,,,,,
43,E1,23/08/14,Millwall,Rotherham,0.0,1.0,A,0.0,0.0,D,P Tierney,11.0,12.0,1.0,3.0,11.0,16.0,10.0,6.0,1.0,2.0,0.0,0.0,,,,,,
44,E1,23/08/14,Nott'm Forest,Reading,4.0,0.0,H,1.0,0.0,H,A Woolmer,16.0,10.0,7.0,2.0,6.0,10.0,6.0,9.0,1.0,1.0,0.0,0.0,,,,,,
45,E1,23/08/14,Watford,Leeds,4.0,1.0,H,1.0,1.0,D,J Linington,21.0,4.0,6.0,0.0,13.0,15.0,5.0,1.0,2.0,2.0,0.0,2.0,,,,,,
46,E1,23/08/14,Wigan,Blackpool,1.0,0.0,H,1.0,0.0,H,C Boyeson,12.0,7.0,2.0,1.0,10.0,17.0,6.0,3.0,2.0,3.0,0.0,0.0,,,,,,
47,E1,23/08/14,Wolves,Cardiff,1.0,0.0,H,0.0,0.0,D,D Drysdale,12.0,8.0,2.0,4.0,8.0,8.0,7.0,3.0,2.0,2.0,0.0,0.0,,,,,,
48,E1,30/08/14,Brighton,Charlton,2.0,2.0,D,0.0,1.0,A,K Hill,20.0,5.0,4.0,2.0,9.0,7.0,12.0,2.0,2.0,1.0,0.0,0.0,,,,,,
49,E1,30/08/14,Derby,Ipswich,1.0,1.0,D,1.0,0.0,H,E Ilderton,12.0,10.0,5.0,5.0,15.0,8.0,7.0,11.0,1.0,3.0,0.0,0.0,,,,,,
50,E1,30/08/14,Fulham,Cardiff,1.0,1.0,D,1.0,0.0,H,J Adcock,18.0,9.0,3.0,2.0,10.0,12.0,9.0,5.0,1.0,1.0,0.0,0.0,,,,,,
51,E1,30/08/14,Leeds,Bolton,1.0,0.0,H,1.0,0.0,H,S Hooper,8.0,22.0,2.0,8.0,12.0,11.0,5.0,8.0,2.0,0.0,0.0,0.0,,,,,,
52,E1,30/08/14,Middlesbrough,Reading,0.0,1.0,A,0.0,1.0,A,D Bond,24.0,5.0,6.0,2.0,17.0,14.0,14.0,4.0,2.0,1.0,0.0,0.0,,,,,,
53,E1,30/08/14,Millwall,Blackpool,2.0,1.0,H,1.0,0.0,H,A Woolmer,17.0,12.0,4.0,4.0,19.0,21.0,5.0,2.0,3.0,3.0,0.0,0.0,,,,,,
54,E1,30/08/14,Norwich,Bournemouth,1.0,1.0,D,1.0,1.0,D,S Martin,13.0,8.0,5.0,3.0,11.0,13.0,6.0,4.0,4.0,1.0,0.0,0.0,,,,,,
55,E1,30/08/14,Rotherham,Brentford,0.0,2.0,A,0.0,1.0,A,S Attwell,14.0,13.0,5.0,4.0,13.0,7.0,7.0,4.0,0.0,1.0,0.0,0.0,,,,,,
56,E1,30/08/14,Sheffield Weds,Nott'm Forest,0.0,1.0,A,0.0,1.0,A,G Salisbury,15.0,9.0,7.0,5.0,12.0,9.0,5.0,1.0,4.0,3.0,0.0,0.0,,,,,,
57,E1,30/08/14,Watford,Huddersfield,4.0,2.0,H,1.0,0.0,H,N Swarbrick,15.0,27.0,7.0,10.0,10.0,6.0,3.0,9.0,2.0,5.0,1.0,0.0,,,,,,
58,E1,30/08/14,Wigan,Birmingham,4.0,0.0,H,3.0,0.0,H,D Webb,17.0,11.0,7.0,4.0,4.0,14.0,7.0,2.0,1.0,2.0,0.0,0.0,,,,,,
59,E1,30/08/14,Wolves,Blackburn,3.0,1.0,H,2.0,0.0,H,K Stroud,15.0,18.0,7.0,6.0,16.0,9.0,2.0,6.0,2.0,5.0,0.0,0.0,,,,,,
60,E1,13/09/14,Birmingham,Leeds,1.0,1.0,D,1.0,0.0,H,S Duncan,16.0,12.0,4.0,3.0,11.0,12.0,2.0,7.0,2.0,0.0,0.0,0.0,,,,,,
61,E1,13/09/14,Blackburn,Wigan,3.0,1.0,H,0.0,0.0,D,R East,15.0,13.0,8.0,2.0,14.0,15.0,9.0,5.0,1.0,2.0,0.0,0.0,,,,,,
62,E1,13/09/14,Blackpool,Wolves,0.0,0.0,D,0.0,0.0,D,M Russell,12.0,15.0,1.0,2.0,13.0,8.0,3.0,11.0,0.0,0.0,0.0,0.0,,,,,,
63,E1,13/09/14,Bolton,Sheffield Weds,0.0,0.0,D,0.0,0.0,D,A Haines,6.0,24.0,1.0,4.0,16.0,12.0,5.0,6.0,2.0,0.0,0.0,0.0,,,,,,
64,E1,13/09/14,Bournemouth,Rotherham,1.0,1.0,D,0.0,0.0,D,G Horwood,12.0,10.0,3.0,1.0,8.0,15.0,3.0,4.0,1.0,2.0,0.0,0.0,,,,,,
65,E1,13/09/14,Brentford,Brighton,3.0,2.0,H,2.0,1.0,H,S Martin,13.0,10.0,5.0,3.0,4.0,13.0,5.0,4.0,1.0,2.0,0.0,0.0,,,,,,
66,E1,13/09/14,Cardiff,Norwich,2.0,4.0,A,2.0,0.0,H,M Haywood,11.0,25.0,5.0,6.0,4.0,11.0,2.0,6.0,1.0,2.0,0.0,0.0,,,,,,
67,E1,13/09/14,Charlton,Watford,1.0,0.0,H,1.0,0.0,H,A Madley,4.0,14.0,1.0,4.0,9.0,7.0,2.0,8.0,3.0,4.0,0.0,0.0,,,,,,
68,E1,13/09/14,Huddersfield,Middlesbrough,1.0,2.0,A,0.0,1.0,A,K Wright,12.0,17.0,4.0,4.0,10.0,15.0,3.0,11.0,2.0,2.0,0.0,0.0,,,,,,
69,E1,13/09/14,Ipswich,Millwall,2.0,0.0,H,1.0,0.0,H,C Berry,16.0,17.0,4.0,6.0,13.0,9.0,8.0,6.0,1.0,0.0,0.0,0.0,,,,,,
70,E1,13/09/14,Reading,Fulham,3.0,0.0,H,1.0,0.0,H,M Jones,17.0,6.0,7.0,1.0,18.0,9.0,5.0,3.0,1.0,3.0,0.0,1.0,,,,,,
71,E1,14/09/14,Nott'm Forest,Derby,1.0,1.0,D,0.0,0.0,D,P Tierney,16.0,13.0,3.0,5.0,11.0,17.0,5.0,6.0,3.0,1.0,0.0,1.0,,,,,,
72,E1,16/09/14,Birmingham,Sheffield Weds,0.0,2.0,A,0.0,0.0,D,J Adcock,15.0,15.0,1.0,4.0,12.0,13.0,5.0,6.0,2.0,1.0,0.0,0.0,,,,,,
73,E1,16/09/14,Blackpool,Watford,0.0,1.0,A,0.0,0.0,D,S Duncan,15.0,14.0,4.0,7.0,9.0,13.0,5.0,10.0,2.0,1.0,0.0,0.0,,,,,,
74,E1,16/09/14,Bolton,Rotherham,3.0,2.0,H,0.0,1.0,A,N Swarbrick,20.0,14.0,9.0,6.0,9.0,7.0,7.0,4.0,1.0,1.0,0.0,0.0,,,,,,
75,E1,16/09/14,Bournemouth,Leeds,1.0,3.0,A,1.0,0.0,H,B Malone,19.0,11.0,7.0,5.0,15.0,9.0,8.0,2.0,1.0,1.0,0.0,0.0,,,,,,
76,E1,16/09/14,Brentford,Norwich,0.0,3.0,A,0.0,0.0,D,T Robinson,18.0,11.0,6.0,4.0,7.0,12.0,7.0,3.0,2.0,2.0,0.0,0.0,,,,,,
77,E1,16/09/14,Cardiff,Middlesbrough,0.0,1.0,A,0.0,1.0,A,G Scott,13.0,12.0,1.0,2.0,12.0,14.0,6.0,6.0,1.0,2.0,0.0,0.0,,,,,,
78,E1,16/09/14,Charlton,Wolves,1.0,1.0,D,1.0,0.0,H,P Miller,11.0,19.0,2.0,5.0,11.0,5.0,1.0,11.0,1.0,0.0,0.0,0.0,,,,,,
79,E1,16/09/14,Huddersfield,Wigan,0.0,0.0,D,0.0,0.0,D,S Stockbridge,9.0,15.0,3.0,4.0,11.0,11.0,4.0,4.0,1.0,2.0,0.0,0.0,,,,,,
80,E1,16/09/14,Ipswich,Brighton,2.0,0.0,H,0.0,0.0,D,C Sarginson,16.0,17.0,6.0,5.0,9.0,8.0,4.0,7.0,3.0,3.0,0.0,0.0,,,,,,
81,E1,16/09/14,Reading,Millwall,3.0,2.0,H,2.0,1.0,H,K Hill,9.0,18.0,3.0,9.0,8.0,14.0,3.0,7.0,0.0,2.0,0.0,0.0,,,,,,
82,E1,17/09/14,Blackburn,Derby,2.0,3.0,A,1.0,2.0,A,D Webb,20.0,15.0,9.0,7.0,14.0,7.0,11.0,3.0,0.0,2.0,0.0,0.0,,,,,,
83,E1,17/09/14,Nott'm Forest,Fulham,5.0,3.0,H,2.0,1.0,H,D Deadman,14.0,14.0,5.0,8.0,12.0,11.0,1.0,7.0,2.0,6.0,0.0,0.0,,,,,,
84,E1,20/09/14,Brighton,Blackpool,0.0,0.0,D,0.0,0.0,D,K Stroud,25.0,7.0,6.0,2.0,14.0,20.0,15.0,2.0,3.0,5.0,0.0,0.0,,,,,,
85,E1,20/09/14,Derby,Cardiff,2.0,2.0,D,0.0,0.0,D,A Marriner,18.0,10.0,5.0,3.0,5.0,10.0,7.0,3.0,0.0,2.0,0.0,0.0,,,,,,
86,E1,20/09/14,Fulham,Blackburn,0.0,1.0,A,0.0,0.0,D,A D'Urso,7.0,12.0,2.0,5.0,16.0,14.0,2.0,7.0,3.0,2.0,1.0,0.0,,,,,,
87,E1,20/09/14,Leeds,Huddersfield,3.0,0.0,H,2.0,0.0,H,C Foy,8.0,14.0,5.0,0.0,12.0,8.0,4.0,3.0,2.0,1.0,1.0,0.0,,,,,,
88,E1,20/09/14,Middlesbrough,Brentford,4.0,0.0,H,1.0,0.0,H,J Simpson,22.0,6.0,9.0,2.0,11.0,12.0,5.0,2.0,2.0,1.0,1.0,0.0,,,,,,
89,E1,20/09/14,Millwall,Nott'm Forest,0.0,0.0,D,0.0,0.0,D,G Scott,15.0,7.0,4.0,2.0,15.0,16.0,6.0,3.0,2.0,3.0,0.0,0.0,,,,,,
90,E1,20/09/14,Norwich,Birmingham,2.0,2.0,D,0.0,2.0,A,D Sheldrake,28.0,15.0,4.0,4.0,7.0,5.0,10.0,1.0,3.0,1.0,0.0,0.0,,,,,,
91,E1,20/09/14,Rotherham,Charlton,1.0,1.0,D,0.0,1.0,A,D Deadman,23.0,13.0,6.0,4.0,11.0,4.0,7.0,5.0,2.0,2.0,0.0,0.0,,,,,,
92,E1,20/09/14,Sheffield Weds,Reading,1.0,0.0,H,0.0,0.0,D,M Heywood,16.0,11.0,2.0,3.0,16.0,10.0,6.0,12.0,3.0,3.0,0.0,0.0,,,,,,
93,E1,20/09/14,Watford,Bournemouth,1.0,1.0,D,0.0,0.0,D,O Langford,12.0,12.0,3.0,5.0,5.0,15.0,6.0,2.0,2.0,5.0,0.0,0.0,,,,,,
94,E1,20/09/14,Wolves,Bolton,1.0,0.0,H,1.0,0.0,H,A Madley,15.0,11.0,6.0,5.0,5.0,11.0,9.0,7.0,1.0,1.0,0.0,0.0,,,,,,
95,E1,22/09/14,Wigan,Ipswich,1.0,2.0,A,0.0,1.0,A,A Woolmer,20.0,8.0,3.0,5.0,14.0,9.0,13.0,3.0,0.0,2.0,0.0,0.0,,,,,,
96,E1,27/09/14,Birmingham,Fulham,1.0,2.0,A,1.0,0.0,H,S Hooper,9.0,13.0,3.0,8.0,14.0,9.0,7.0,6.0,1.0,1.0,0.0,0.0,,,,,,
97,E1,27/09/14,Blackburn,Watford,2.0,2.0,D,0.0,2.0,A,D Drysdale,30.0,13.0,9.0,5.0,10.0,10.0,6.0,7.0,1.0,3.0,0.0,0.0,,,,,,
98,E1,27/09/14,Blackpool,Norwich,1.0,3.0,A,0.0,0.0,D,A Marriner,10.0,15.0,6.0,6.0,9.0,9.0,4.0,7.0,2.0,2.0,0.0,0.0,,,,,,
99,E1,27/09/14,Bolton,Derby,0.0,2.0,A,0.0,1.0,A,M Brown,9.0,16.0,2.0,7.0,15.0,13.0,7.0,7.0,2.0,1.0,0.0,0.0,,,,,,
100,E1,27/09/14,Bournemouth,Wigan,2.0,0.0,H,1.0,0.0,H,G Sutton,17.0,11.0,6.0,2.0,11.0,12.0,8.0,2.0,2.0,1.0,0.0,0.0,,,,,,
101,E1,27/09/14,Brentford,Leeds,2.0,0.0,H,1.0,0.0,H,D Whitestone,24.0,13.0,10.0,3.0,10.0,9.0,8.0,3.0,0.0,1.0,0.0,0.0,,,,,,
102,E1,27/09/14,Cardiff,Sheffield Weds,2.0,1.0,H,1.0,0.0,H,M Bull,14.0,10.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,
103,E1,27/09/14,Charlton,Middlesbrough,0.0,0.0,D,0.0,0.0,D,G Ward,5.0,9.0,1.0,1.0,11.0,9.0,5.0,6.0,2.0,0.0,0.0,1.0,,,,,,
104,E1,27/09/14,Huddersfield,Millwall,2.0,1.0,H,1.0,1.0,D,C Boyeson,11.0,8.0,3.0,2.0,13.0,18.0,5.0,3.0,2.0,5.0,0.0,0.0,,,,,,
105,E1,27/09/14,Ipswich,Rotherham,2.0,0.0,H,2.0,0.0,H,L Collins,15.0,24.0,6.0,5.0,18.0,6.0,7.0,5.0,0.0,2.0,0.0,0.0,,,,,,
106,E1,27/09/14,Nott'm Forest,Brighton,0.0,0.0,D,0.0,0.0,D,R Madley,14.0,12.0,1.0,2.0,14.0,12.0,6.0,6.0,2.0,3.0,0.0,0.0,,,,,,
107,E1,28/09/14,Reading,Wolves,3.0,3.0,D,1.0,0.0,H,J Adcock,13.0,10.0,5.0,3.0,14.0,14.0,2.0,5.0,2.0,2.0,0.0,0.0,,,,,,
108,E1,30/09/14,Brighton,Cardiff,1.0,1.0,D,1.0,1.0,D,N Swarbrick,26.0,9.0,8.0,3.0,7.0,9.0,12.0,3.0,3.0,3.0,0.0,0.0,,,,,,
109,E1,30/09/14,Derby,Bournemouth,2.0,0.0,H,0.0,0.0,D,S Mathieson,19.0,5.0,5.0,2.0,9.0,10.0,7.0,3.0,0.0,1.0,0.0,1.0,,,,,,
110,E1,30/09/14,Middlesbrough,Blackpool,1.0,1.0,D,1.0,1.0,D,P Tierney,19.0,10.0,5.0,4.0,13.0,11.0,6.0,3.0,2.0,2.0,0.0,0.0,,,,,,
111,E1,30/09/14,Millwall,Birmingham,1.0,3.0,A,0.0,2.0,A,R East,22.0,16.0,7.0,6.0,20.0,10.0,5.0,2.0,1.0,3.0,0.0,0.0,,,,,,
112,E1,30/09/14,Norwich,Charlton,0.0,1.0,A,0.0,0.0,D,M Russell,15.0,4.0,4.0,2.0,8.0,7.0,9.0,1.0,0.0,3.0,0.0,0.0,,,,,,
113,E1,30/09/14,Rotherham,Blackburn,2.0,0.0,H,2.0,0.0,H,S Hooper,17.0,17.0,4.0,4.0,9.0,10.0,8.0,8.0,1.0,3.0,0.0,0.0,,,,,,
114,E1,30/09/14,Sheffield Weds,Ipswich,1.0,1.0,D,1.0,0.0,H,D Bond,9.0,13.0,3.0,4.0,12.0,11.0,5.0,3.0,2.0,0.0,0.0,0.0,,,,,,
115,E1,30/09/14,Watford,Brentford,2.0,1.0,H,1.0,0.0,H,G Salisbury,18.0,9.0,6.0,5.0,14.0,8.0,8.0,3.0,3.0,2.0,1.0,0.0,,,,,,
116,E1,30/09/14,Wigan,Nott'm Forest,0.0,0.0,D,0.0,0.0,D,K Wright,13.0,9.0,2.0,2.0,19.0,19.0,6.0,5.0,1.0,3.0,0.0,0.0,,,,,,
117,E1,01/10/14,Fulham,Bolton,4.0,0.0,H,2.0,0.0,H,S Attwell,16.0,8.0,7.0,0.0,8.0,8.0,6.0,8.0,0.0,2.0,0.0,0.0,,,,,,
118,E1,01/10/14,Leeds,Reading,0.0,0.0,D,0.0,0.0,D,T Harrington,16.0,13.0,1.0,4.0,12.0,14.0,3.0,7.0,3.0,4.0,0.0,0.0,,,,,,
119,E1,01/10/14,Wolves,Huddersfield,1.0,3.0,A,0.0,2.0,A,P Gibbs,23.0,14.0,5.0,8.0,8.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,,,,,,
120,E1,03/10/14,Blackpool,Cardiff,1.0,0.0,H,0.0,0.0,D,D Whitestone,12.0,19.0,2.0,2.0,21.0,10.0,1.0,8.0,2.0,2.0,0.0,0.0,,,,,,
121,E1,04/10/14,Blackburn,Huddersfield,0.0,0.0,D,0.0,0.0,D,N Miller,20.0,13.0,5.0,1.0,11.0,11.0,5.0,9.0,2.0,1.0,0.0,0.0,,,,,,
122,E1,04/10/14,Bolton,Bournemouth,1.0,2.0,A,0.0,0.0,D,A Marriner,14.0,13.0,7.0,6.0,16.0,7.0,6.0,7.0,3.0,1.0,0.0,1.0,,,,,,
123,E1,04/10/14,Brentford,Reading,3.0,1.0,H,2.0,0.0,H,R East,12.0,18.0,6.0,5.0,14.0,11.0,5.0,15.0,2.0,3.0,0.0,0.0,,,,,,
124,E1,04/10/14,Charlton,Birmingham,1.0,1.0,D,1.0,0.0,H,P Tierney,8.0,15.0,3.0,3.0,11.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,,,,,,
125,E1,04/10/14,Derby,Millwall,0.0,0.0,D,0.0,0.0,D,M Haywood,10.0,11.0,1.0,2.0,15.0,12.0,12.0,7.0,4.0,4.0,0.0,0.0,,,,,,
126,E1,04/10/14,Leeds,Sheffield Weds,1.0,1.0,D,0.0,0.0,D,J Adcock,10.0,11.0,4.0,3.0,17.0,18.0,7.0,1.0,3.0,4.0,0.0,0.0,,,,,,
127,E1,04/10/14,Middlesbrough,Fulham,2.0,0.0,H,0.0,0.0,D,D Drysdale,14.0,9.0,5.0,2.0,8.0,5.0,8.0,4.0,1.0,1.0,0.0,0.0,,,,,,
128,E1,04/10/14,Norwich,Rotherham,1.0,1.0,D,0.0,1.0,A,P Gibbs,27.0,6.0,6.0,3.0,9.0,12.0,12.0,3.0,1.0,1.0,0.0,0.0,,,,,,
129,E1,04/10/14,Watford,Brighton,1.0,1.0,D,0.0,0.0,D,S Hooper,12.0,15.0,3.0,2.0,18.0,14.0,6.0,7.0,4.0,2.0,0.0,0.0,,,,,,
130,E1,04/10/14,Wolves,Wigan,2.0,2.0,D,1.0,2.0,A,A Davies,18.0,10.0,7.0,3.0,17.0,11.0,10.0,2.0,2.0,4.0,0.0,0.0,,,,,,
131,E1,05/10/14,Nott'm Forest,Ipswich,2.0,2.0,D,0.0,1.0,A,J Linington,19.0,10.0,5.0,5.0,8.0,15.0,8.0,4.0,1.0,0.0,0.0,0.0,,,,,,
132,E1,17/10/14,Rotherham,Leeds,2.0,1.0,H,0.0,1.0,A,K Stroud,17.0,15.0,11.0,4.0,12.0,16.0,7.0,4.0,3.0,4.0,0.0,0.0,,,,,,
133,E1,18/10/14,Birmingham,Bolton,0.0,1.0,A,0.0,1.0,A,M Haywood,15.0,11.0,5.0,3.0,12.0,16.0,7.0,5.0,1.0,1.0,1.0,0.0,,,,,,
134,E1,18/10/14,Bournemouth,Charlton,1.0,0.0,H,1.0,0.0,H,J Linington,20.0,7.0,5.0,3.0,9.0,18.0,16.0,4.0,1.0,3.0,0.0,0.0,,,,,,
